icao,tail,plane_model,reg_country,type,max_passengers
151fd2,RA-73682,Airbus A319-114,Russia,COMMERCIAL, 160
151fd1,RA-73681,Airbus A319-114,Russia,COMMERCIAL, 160
151dfa,RA-73210,Airbus A319-114,Russia,COMMERCIAL, 160
1506b2,RA-67250,Bombardier BD-100-1A10 Challenger 300,Russia,PRIVATE, 9
150691,RA-67217,Bombardier BD-100-1A10 Challenger 300,Russia,PRIVATE, 9
15087f,RA-67711,Cessna 172S Skyhawk SP,Russia,PRIVATE, 4
15067f,RA-67199,Cessna 172S Skyhawk SP,Russia,PRIVATE, 4
157711,RA-96017,Ilyushin Il-96-300,Russia,UNKNOWN,
157710,RA-96016,Ilyushin Il-96-300,Russia,UNKNOWN,
157712,RA-96018,Ilyushin Il-96-300,Russia,UNKNOWN,
15770e,RA-96014,Ilyushin Il-96-300,Russia,UNKNOWN,
140aca,RA-02762,Raytheon Hawker 800XP,Russia,PRIVATE, 8
140ae9,RA-02793,Raytheon Hawker 800XP,Russia,PRIVATE, 8
140aae,RA-02734,Raytheon Hawker 800XP,Russia,PRIVATE, 8
151e4e,RA-73294,Boeing 737-8MA,Russia,COMMERCIAL, 189
151e4f,RA-73295,Boeing 737-8MA,Russia,COMMERCIAL, 189
14a5b7,RA-42423,Yakovlev Yak-42D,Russia,COMMERCIAL, 120
14a5ac,RA-42412,Yakovlev Yak-42D,Russia,COMMERCIAL, 120
142586,RA-09606,Dassault Falcon 8X,Russia,PRIVATE, 19
14258c,RA-09612,Dassault Falcon 8X,Russia,PRIVATE, 19
1fffff,RA-20092,Kazan Ansat,Russia,HELICOPTER, UNKNOWN
142afa,RA-11002,Gulfstream Aerospace GIV-X (G450),Russia,PRIVATE, Unknown
142af9,RA-11001,Gulfstream Aerospace GIV-X (G450),Russia,PRIVATE, Unknown
780b2a,B-8271,Gulfstream Aerospace GIV-X (G450),China,PRIVATE, Unknown
140671,RA-01649,Bell 505 JetRanger X,Russia,HELICOPTER, UNKNOWN
140aaa,RA-02730,Raytheon Hawker 850XP,Russia,PRIVATE, 9
1506fe,RA-67326,Cessna 500 Citation I,Russia,PRIVATE, 6
140ac5,RA-02757,Embraer Legacy 600,Russia,PRIVATE, 13
1506a6,RA-67238,Bombardier Challenger 605,Russia,PRIVATE, 12
15064b,RA-67147,Bombardier Challenger 605,Russia,PRIVATE, 12
14fa39,RA-64057,Tupolev Tu-204-300A,Russia,COMMERCIAL, 210
14fa3b,RA-64059,Tupolev Tu-204-300A,Russia,COMMERCIAL, 210
151fc6,RA-73670,Boeing 737-8ZS,Russia,COMMERCIAL, 189
151fc0,RA-73664,Boeing 737-8ZS,Russia,COMMERCIAL, 189
151fc1,RA-73665,Boeing 737-8ZS,Russia,COMMERCIAL, 189
155c6b,RA-89195,Sukhoi SuperJet 95-100LR,Russia,COMMERCIAL, 108
1501c8,RA-65992,Tupolev Tu-134AK,Russia,COMMERCIAL, 72
15009a,RA-65690,Tupolev Tu-134AK,Russia,COMMERCIAL, 72
151d45,RA-73029,Boeing 757-2K2,Russia,COMMERCIAL, 200
acb8f4,RA-07845,Beech G36 Bonanza,Russia,PRIVATE, 6
151d6b,RA-73067,Boeing 737-45S,Russia,COMMERCIAL, 132
151d69,RA-73065,Boeing 737-45S,Russia,COMMERCIAL, 132
151d6d,RA-73069,Boeing 737-45S,Russia,COMMERCIAL, 132
b11ec9,RA-73417,Airbus A319-133CJ,Russia,PRIVATE, 160
151d2c,RA-73004,Boeing 737-76N,Russia,COMMERCIAL, 132
151d28,RA-73000,Boeing 737-76N,Russia,COMMERCIAL, 132
151e2f,RA-73263,Boeing 737-76N,Russia,COMMERCIAL, 132
1506aa,RA-67242,Bombardier Global Express XRS,Russia,PRIVATE, 19
141d5d,RA-07517,Eurocopter AS350 B3e Ecureuil,Russia,HELICOPTER, UNKNOWN
141d5b,RA-07515,Eurocopter AS350 B3e Ecureuil,Russia,HELICOPTER, UNKNOWN
1405ee,RA-01518,Pilatus PC-12/47E,Russia,PRIVATE, 9
141ebe,RA-07870,Pilatus PC-12/47E,Russia,PRIVATE, 9
5100e9,EW-502LL,Pilatus PC-12/47E,Belarus,PRIVATE, 9
140ae4,RA-02788,Embraer EMB 550 Legacy 500,Russia,PRIVATE, 12
140629,RA-01577,Pilatus PC-24,Russia,PRIVATE, 11
14f115,RA-61717,Antonov An-148-100EM,Russia,COMMERCIAL, UNKNOWN
151efb,RA-73467,Boeing 737-8AS(F),Russia,COMMERCIAL, 189
1427dd,RA-10205,Gulfstream Aerospace GVI (G650),Russia,PRIVATE, UNKNOWN
14fa0e,RA-64014,Tupolev Tu-204-100,Russia,COMMERCIAL, UNKNOWN
150690,RA-67216,Bombardier Challenger 604,Russia,PRIVATE, 19
151dff,RA-73215,Airbus A319-115LR,Russia,COMMERCIAL, 156
150805,RA-67589,Cessna 560XL Citation XLS+,Russia,PRIVATE, 9
14fa34,RA-64052,Tupolev Tu-204-120C,Russia,COMMERCIAL, 214
14fa33,RA-64051,Tupolev Tu-204-120C,Russia,COMMERCIAL, 214
14f11b,RA-61723,Antonov An-148-100A,Russia,COMMERCIAL, UNKNOWN
ab6383,RA-07841,Cirrus SR22,Russia,PRIVATE, 4
151de0,RA-73184,Boeing 737-85R,Russia,COMMERCIAL, 215
142afd,RA-11005,Gulfstream Aerospace GVI (G650ER),Russia,PRIVATE, 19
1427dc,RA-10204,Gulfstream G650,Russia,PRIVATE, 19
15063b,RA-67131,Bombardier BD-700-1A11 Global 5000,Russia,PRIVATE, UNKNOWN
151f19,RA-73497,Boeing 737-8BK,Russia,COMMERCIAL, 189
4bd150,TC-TJP,Boeing 737-8BK,Turkey,COMMERCIAL, 189
140ad4,RA-02772,British Aerospace BAe-125 Series 800A,Russia,PRIVATE, 6
151f39,RA-73529,Bombardier BD-700-1A10 Global Express XRS,Russia,PRIVATE, Unknown
15068f,RA-67215,Bombardier BD-700-1A10 Global Express XRS,Russia,PRIVATE, Unknown
1551e0,RA-86496,Ilyushin Il-62M,Russia,COMMERCIAL, 186
15521f,RA-86559,Ilyushin Il-62M,Russia,COMMERCIAL, 186
14fc04,RA-64516,Tupolev Tu-214SR,Russia,MILITARY, UNKNOWN
141d43,RA-07491,Eurocopter EC130 T2,Russia,HELICOPTER, UNKNOWN
14fc12,RA-64530,Tupolev Tu-214,Russia,COMMERCIAL, 210
151e7f,RA-73343,Boeing 737-9GPER,Russia,COMMERCIAL, 215
154e52,RA-85586,Tupolev Tu-154B-2,Russia,COMMERCIAL, 180
151d7b,RA-73083,Boeing 767-224ER,Russia,COMMERCIAL, 375
151e6a,RA-73322,Airbus A321-251N,Russia,COMMERCIAL, 240
155bdd,RA-89053,Sukhoi Superjet 100-95B,Russia,COMMERCIAL, 108
155c40,89152,Sukhoi Superjet 100-95B,,COMMERCIAL, 108
15069a,RA-67226,Bombardier Global 5000,Russia,PRIVATE, 19
151e50,RA-73296,Boeing 737-81D,Russia,COMMERCIAL, 189
14fc13,RA-64531,Tupolev Tu-214PU-SBUS,Russia,MILITARY, UNKNOWN
151fb7,RA-73655,Boeing 737-8AL,Russia,COMMERCIAL, 189
1520a0,RA-73888,Airbus A318-112CJ Elite,Russia,PRIVATE, UNKNOWN
142330,RA-09008,Dassault Falcon 900EX EASy,Russia,PRIVATE, 19
151f18,RA-73496,Boeing 737-8S3,Russia,COMMERCIAL, 189
151d74,RA-73076,Boeing 757-28A,Russia,COMMERCIAL, 239
1427d9,RA-10201,Gulfstream Aerospace G-IV-SP,Russia,PRIVATE, 19
151e70,RA-73328,Airbus A330-223,Russia,COMMERCIAL, 440
14fc0b,RA-64523,Tupolev Tu-214VPU,Russia,MILITARY, UNKNOWN
738057,4X-EHI,Boeing 737-958ER,Israel,COMMERCIAL, 189
738056,4X-EHH,Boeing 737-958ER,Israel,COMMERCIAL, 189
738055,4X-EHF,Boeing 737-958ER,Israel,COMMERCIAL, 189
738072,4X-ECB,Boeing 777-258ER,Israel,COMMERCIAL, 396
896539,A6-BNB,Boeing 787-9,United Arab Emirates,COMMERCIAL, 296
896489,A6-BLI,Boeing 787-9,United Arab Emirates,COMMERCIAL, 296
896538,A6-BNA,Boeing 787-9,United Arab Emirates,COMMERCIAL, 296
8964fa,A6-BLU,Boeing 787-9,United Arab Emirates,COMMERCIAL, 296
896465,A6-BLG,Boeing 787-9,United Arab Emirates,COMMERCIAL, 296
8965b6,A6-FMZ,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8964d3,A6-FMD,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965d6,A6-FKK,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8964d2,A6-FMC,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
896555,A6-FMO,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965d1,A6-FKF,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
896533,A6-FML,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965b1,A6-FMU,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8964d4,A6-FME,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965cc,A6-FKA,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965b2,A6-FMV,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965b3,A6-FMW,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965d2,A6-FKG,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
896530,A6-FMJ,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8964cf,A6-MAX,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965b4,A6-FMX,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
896556,A6-FMN,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965ce,A6-FKC,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965d5,A6-FKJ,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
8965d4,A6-FKI,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
896557,A6-FMP,Boeing 737-8,United Arab Emirates,COMMERCIAL, 189
4bb564,TC-MKD,Boeing 737-8,Turkey,COMMERCIAL, 189
4bb562,TC-MKB,Boeing 737-8,Turkey,COMMERCIAL, 189
4bb563,TC-MKC,Boeing 737-8,Turkey,COMMERCIAL, 189
4bb566,TC-MKF,Boeing 737-8,Turkey,COMMERCIAL, 189
510116,EW-528PA,Boeing 737-8,Belarus,COMMERCIAL, 189
683329,UP-B3737,Boeing 737-8,Kazakhstan,COMMERCIAL, 189
683266,UP-B3720,Boeing 737-8,Kazakhstan,COMMERCIAL, 189
72866d,YI-ASM,Boeing 737-8,Iraq,COMMERCIAL, 189
72866c,YI-ASL,Boeing 737-8,Iraq,COMMERCIAL, 189
896191,A6-EER,Airbus A380-861,United Arab Emirates,COMMERCIAL, 853
8960f2,A6-EDQ,Airbus A380-861,United Arab Emirates,COMMERCIAL, 853
896477,A6-EUM,Airbus A380-842,United Arab Emirates,COMMERCIAL, 853
4ba9ef,TC-JOO,Airbus A330-223F,Turkey,COMMERCIAL, UNKNOWN
4ba8c8,TC-JFH,Boeing 737-8F2,Turkey,COMMERCIAL, 189
4ba8d2,TC-JFR,Boeing 737-8F2,Turkey,COMMERCIAL, 189
4ba8cb,TC-JFK,Boeing 737-8F2,Turkey,COMMERCIAL, 189
4ba8f9,TC-JGY,Boeing 737-8F2,Turkey,COMMERCIAL, 189
4ba904,TC-JHD,Boeing 737-8F2,Turkey,COMMERCIAL, 189
4ba8f4,TC-JGT,Boeing 737-8F2,Turkey,COMMERCIAL, 189
4ba8d4,TC-JFT,Boeing 737-8F2,Turkey,COMMERCIAL, 189
4ba8f6,TC-JGV,Boeing 737-8F2,Turkey,COMMERCIAL, 189
4bd184,TC-TLD,Boeing 737-4Q8,Turkey,COMMERCIAL, 168
4bd181,TC-TLA,Boeing 737-4Q8,Turkey,COMMERCIAL, 168
4ba9c1,TC-JNA,Airbus A330-203,Turkey,COMMERCIAL, 440
4ba9c2,TC-JNB,Airbus A330-203,Turkey,COMMERCIAL, 440
4ba9c3,TC-JNC,Airbus A330-203,Turkey,COMMERCIAL, 440
4ba948,TC-JJH,Boeing 777-3F2ER,Turkey,COMMERCIAL, UNKNOWN
4ba945,TC-JJE,Boeing 777-3F2ER,Turkey,COMMERCIAL, UNKNOWN
4ba949,TC-JJI,Boeing 777-3F2ER,Turkey,COMMERCIAL, UNKNOWN
4ba946,TC-JJF,Boeing 777-3F2ER,Turkey,COMMERCIAL, UNKNOWN
4ba947,TC-JJG,Boeing 777-3F2ER,Turkey,COMMERCIAL, UNKNOWN
4b9e45,TC-GRE,Airbus A321-253NX,Turkey,COMMERCIAL, 244
89409e,A9C-NA,Airbus A321-253NX,Bahrain,COMMERCIAL, 244
4b850c,TC-AHL,Gulfstream IV-SP,Turkey,PRIVATE, 19
4bd154,TC-TJT,Boeing 737-8HC,Turkey,COMMERCIAL, 189
4bd155,TC-TJU,Boeing 737-8HX,Turkey,COMMERCIAL, 189
4b9069,TC-DCI,Airbus A320-216,Turkey,COMMERCIAL, 186
5100fc,EW-514PO,Embraer 190-200LR-195LR,Belarus,COMMERCIAL, 114
5100fb,EW-513PO,Embraer 190-200LR-195LR,Belarus,COMMERCIAL, 114
51007f,EW-399PO,Embraer 190-200LR-195LR,Belarus,COMMERCIAL, 114
510080,EW-400PO,Embraer 190-200LR-195LR,Belarus,COMMERCIAL, 114
510043,EW-254PA,Boeing 737-3Q8,Belarus,COMMERCIAL, 149
507c49,UK67006,Boeing 767-33PER,Uzbekistan,COMMERCIAL, 375
507c45,UK67004,Boeing 767-33PER,Uzbekistan,COMMERCIAL, 375
507c44,UK67003,Boeing 767-33PER,Uzbekistan,COMMERCIAL, 375
507c48,UK67005,Boeing 767-33PER,Uzbekistan,COMMERCIAL, 375
507c38,UK67001,Boeing 767-33PER,Uzbekistan,COMMERCIAL, 375
507c4c,UK78701,Boeing 787-8,Uzbekistan,COMMERCIAL, 242
507c55,UK78705,Boeing 787-8,Uzbekistan,COMMERCIAL, 242
507c59,UK78706,Boeing 787-8,Uzbekistan,COMMERCIAL, 242
507c54,UK78704,Boeing 787-8,Uzbekistan,COMMERCIAL, 242
040047,ET-AOQ,Boeing 787-8,Ethiopia,COMMERCIAL, 242
040048,ET-AOR,Boeing 787-8,Ethiopia,COMMERCIAL, 242
06a0b3,A7-BCO,Boeing 787-8,Qatar,COMMERCIAL, 242
78076e,B-2088,Boeing 777-39LER,China,COMMERCIAL, 396
7808cb,B-2033,Boeing 777-39LER,China,COMMERCIAL, 396
7808cc,B-2035,Boeing 777-39LER,China,COMMERCIAL, 396
780bf8,B-2047,Boeing 777-39LER,China,COMMERCIAL, 396
78076d,B-2087,Boeing 777-39LER,China,COMMERCIAL, 396
78076b,B-2085,Boeing 777-39LER,China,COMMERCIAL, 396
780970,B-2036,Boeing 777-39LER,China,COMMERCIAL, 396
780022,B-2089,Boeing 777-39LER,China,COMMERCIAL, 396
78086c,B-2031,Boeing 777-39LER,China,COMMERCIAL, 396
780c9e,B-2006,Boeing 777-39LER,China,COMMERCIAL, 396
7816bd,B-308P,Airbus A330-243F,China,COMMERCIAL, 293
7816a1,B-308L,Airbus A330-243F,China,COMMERCIAL, 293
7810fb,B-8959,Airbus A330-243,China,COMMERCIAL, 440
7810c6,B-8776,Airbus A330-243,China,COMMERCIAL, 440
7811fd,B-8596,Airbus A330-243,China,COMMERCIAL, 440
780e2e,B-8015,Airbus A330-343,China,COMMERCIAL, 440
781590,B-304K,Airbus A330-343,China,COMMERCIAL, 440
780bb9,B-2098,Boeing 777-FFT,China,COMMERCIAL, 396
780c5b,B-2091,Boeing 777-FFT,China,COMMERCIAL, 396
780d8f,B-2094,Boeing 777-FFT,China,COMMERCIAL, 396
780bb6,B-2095,Boeing 777-FFT,China,COMMERCIAL, 396
780094,B-6095,Airbus A330-343X,China,COMMERCIAL, 440
7806e1,B-6527,Airbus A330-343X,China,COMMERCIAL, 440
780301,B-6085,Airbus A330-343X,China,COMMERCIAL, 440
70c0a7,A4O-DD,Airbus A330-343X,Oman,COMMERCIAL, 440
70c0a5,A4O-DB,Airbus A330-343X,Oman,COMMERCIAL, 440
70c0ab,A4O-DE,Airbus A330-343X,Oman,COMMERCIAL, 440
781273,B-1340,Boeing 747-4HAERF,China,COMMERCIAL, 660
781cde,B-221F,Boeing 767-33AERSF,China,COMMERCIAL, UNKNOWN
6830bb,UP-CS301,Cessna 525B CitationJet CJ3,Kazakhstan,PRIVATE, 8
6831ef,UP-B3712,Boeing 737-35B,Kazakhstan,COMMERCIAL, 132
683285,UP-CS502,Cessna 750 Citation X,Kazakhstan,PRIVATE, 12
683273,UP-B3726,Boeing 737-9,Kazakhstan,COMMERCIAL, 220
683274,UP-B3727,Boeing 737-9,Kazakhstan,COMMERCIAL, 220
600012,EK-SHC,Boeing 737-55S,Armenia,COMMERCIAL, 132
600009,EK-222,SOCATA TBM 940,Armenia,PRIVATE, 6
600005,EK73740,Boeing 737-3L9,Armenia,COMMERCIAL, 149
600010,EK73736,Boeing 737-505,Armenia,COMMERCIAL, 132
6000a2,EK-SHA,Boeing 737-505,Armenia,COMMERCIAL, 132
600031,EK-FOB,Airbus A320-233,Armenia,COMMERCIAL, 180
6010ef,EX-32008,Airbus A320-233,Kyrgyzstan,COMMERCIAL, 180
6010f7,EX-32009,Airbus A320-233,Kyrgyzstan,COMMERCIAL, 180
010146,SU-GDZ,Boeing 737-866,Egypt,COMMERCIAL, 189
01010a,SU-GDB,Boeing 737-866,Egypt,COMMERCIAL, 189
010147,SU-GEA,Boeing 737-866,Egypt,COMMERCIAL, 189
010160,SU-GEB,Boeing 737-866,Egypt,COMMERCIAL, 189
0100df,SU-GCR,Boeing 737-866,Egypt,COMMERCIAL, 189
010161,SU-GEC,Boeing 737-866,Egypt,COMMERCIAL, 189
0100dd,SU-GCO,Boeing 737-866,Egypt,COMMERCIAL, 189
01010b,SU-GDC,Boeing 737-866,Egypt,COMMERCIAL, 189
010145,SU-GDY,Boeing 737-866,Egypt,COMMERCIAL, 189
010109,SU-GDA,Boeing 737-886,Egypt,COMMERCIAL, 189
6010ab,EX-37012,Boeing 737-33A,Kyrgyzstan,COMMERCIAL, 132
6010c5,EX-37015,Boeing 737-3K2,Kyrgyzstan,COMMERCIAL, 149
49c0e7,OK-QUU 06,BRM Aero Bristell NG5 SpeedWing,Czech Republic,PRIVATE, UNKNOWN
60003c,701,Airbus A319-132,,COMMERCIAL, 156
4c01ea,YU-APK,Airbus A319-132,Serbia,COMMERCIAL, 156
4c01e1,YU-APB,Airbus A319-132,Serbia,COMMERCIAL, 156
4c01ed,YU-APN,Airbus A319-132,Serbia,COMMERCIAL, 156
4c01ec,YU-APM,Airbus A319-132,Serbia,COMMERCIAL, 156
466b38,,-,,UNKNOWN,
032091,,-,,UNKNOWN,
600be9,,-,,UNKNOWN,
ea000f,,-,,UNKNOWN,
26002b,,-,,UNKNOWN,
053977,VARIOUS,Several Different Aircraft,,UNKNOWN,
1f3395,78741,Ilyushin Il-78M-90A,,MILITARY, UNKNOWN
0a402d,7T-VPP,Airbus A340-541X Prestige,Algeria,PRIVATE, 100
0a0093,7T-VKT,Boeing 737-7D6C,Algeria,COMMERCIAL, 132
0a0074,7T-VKD,Boeing 737-8D6,Algeria,COMMERCIAL, 189
600bbf,4K-AZ11,Boeing 757-22L,Azerbaijan,COMMERCIAL, 200
600843,4K-AZ67,Embraer 190-100AR,Azerbaijan,COMMERCIAL, 114
600866,4K-AZ102,Ilyushin IL-76TD,Azerbaijan,MILITARY, UNKNOWN
60183d,EZ-A015,Boeing 737-82K,Turkmenistan,COMMERCIAL, 189
60183c,EZ-A016,Boeing 737-82K,Turkmenistan,COMMERCIAL, 189
60183b,EZ-A017,Boeing 737-82K,Turkmenistan,COMMERCIAL, 189
7335c6,EP-MNF,Airbus A310-304,Iran,COMMERCIAL, 220
7335a1,EP-MMA,Airbus A340-311,Iran,COMMERCIAL, 440
7335a3,EP-MMC,Airbus A340-313,Iran,COMMERCIAL, 440
7335a4,EP-MMD,Airbus A340-313,Iran,COMMERCIAL, 440
0d8469,YV3535,Airbus A340-642,Venezuela,COMMERCIAL, 440
778681,YK-ATA,Ilyushin Il-76T,Syria,MILITARY, UNKNOWN
0200ae,CN-ROY,Boeing 737-8B6,Morocco,COMMERCIAL, 162
02007a,CN-ROP,Boeing 737-8B6,Morocco,COMMERCIAL, 162
020072,CN-ROL,Boeing 737-8B6,Morocco,COMMERCIAL, 162
3cd70e,D-CITA,Learjet 60,Germany,PRIVATE, 7
5140b3,4L-GTD,Boeing 737-8FH,Georgia,COMMERCIAL, 189
